PRISM Time Series Data
Location:  Lat: 47.4902   Lon: -121.8047   Elev: 469ft
"Climate variables: ppt,tmean,tdmean"
Spatial resolution: 4km
Period: 2008-01-01 - 2021-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2024-Jul-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmean (degrees F),tdmean (degrees F)
2019-11-11,0.00,49.6,48.1
2019-11-12,0.16,51.1,42.6
2019-11-13,0.11,48.5,46.8
2019-11-14,0.00,48.9,45.6
2019-11-15,0.17,49.2,44.6
2019-11-16,0.41,50.1,47.3
2019-11-17,0.24,48.7,46.5
2019-11-18,0.36,51.9,50.2
2019-11-19,0.59,48.0,47.0
2019-11-20,0.16,43.2,42.9
2019-11-21,0.00,40.2,35.0
2019-11-22,0.00,39.8,33.2
2019-11-23,0.00,37.9,34.5
2019-11-24,0.42,42.2,39.8
2019-11-25,0.40,44.5,41.1
2019-11-26,0.21,40.0,37.0
2019-11-27,0.00,38.0,29.6
2019-11-28,0.00,36.3,22.0
2019-11-29,0.00,35.1,22.5
2019-11-30,0.00,31.9,22.7
2019-12-01,0.00,34.4,22.4
2019-12-02,0.03,37.6,31.6
2019-12-03,0.00,43.1,38.6
2019-12-04,0.11,45.8,42.2
2019-12-05,0.18,45.9,44.1
2019-12-06,0.00,45.6,42.3
2019-12-07,0.29,47.5,42.9
2019-12-08,0.20,46.0,45.4
2019-12-09,0.04,44.6,43.8
2019-12-10,0.00,39.5,39.0
2019-12-11,0.28,39.4,39.4
2019-12-12,0.47,44.4,43.3
2019-12-13,0.67,44.4,42.0
2019-12-14,0.48,42.3,39.6
2019-12-15,0.19,39.6,38.7
2019-12-16,0.07,37.8,33.4
2019-12-17,0.01,38.9,36.1
2019-12-18,0.00,40.4,35.4
2019-12-19,0.32,41.2,35.3
2019-12-20,3.35,45.2,42.7
2019-12-21,1.82,46.5,46.2
2019-12-22,0.38,41.2,40.6
2019-12-23,0.27,40.0,39.0
2019-12-24,0.03,38.1,36.9
2019-12-25,0.00,35.1,33.5
2019-12-26,0.00,34.7,31.8
2019-12-27,0.05,33.4,32.0
2019-12-28,0.05,38.4,37.4
2019-12-29,0.01,41.3,38.6
2019-12-30,0.02,44.5,39.2
2019-12-31,0.18,42.5,40.7
2020-01-01,0.91,47.6,45.7
2020-01-02,0.81,45.4,42.0
2020-01-03,0.35,42.6,39.5
2020-01-04,0.68,50.1,40.9
2020-01-05,0.23,40.9,37.2
2020-01-06,0.86,40.9,37.8
2020-01-07,2.16,45.1,45.1
2020-01-08,0.52,47.2,43.7
2020-01-09,0.24,36.5,34.0
2020-01-10,0.15,34.2,33.0
2020-01-11,1.46,37.3,37.3
2020-01-12,0.94,39.2,37.3
2020-01-13,0.36,35.5,31.4
2020-01-14,0.25,30.6,28.0
2020-01-15,0.12,30.0,25.0
2020-01-16,0.12,33.4,26.0
2020-01-17,0.04,35.3,31.0
2020-01-18,0.21,35.0,31.0
2020-01-19,0.12,41.1,38.0
2020-01-20,0.01,45.4,39.8
2020-01-21,0.12,46.1,40.0
2020-01-22,0.48,44.1,40.4
2020-01-23,1.00,44.1,42.9
2020-01-24,1.16,47.7,47.7
2020-01-25,0.60,46.5,45.2
2020-01-26,0.34,46.1,43.0
2020-01-27,0.27,46.3,42.5
2020-01-28,0.78,44.4,40.8
2020-01-29,0.19,44.6,44.1
2020-01-30,0.32,43.1,42.2
2020-01-31,0.88,45.3,42.6
2020-02-01,1.30,53.3,50.2
2020-02-02,0.53,43.2,38.0
2020-02-03,0.24,36.8,31.1
2020-02-04,0.09,35.0,30.3
2020-02-05,1.44,34.9,33.8
2020-02-06,2.52,43.0,43.0
2020-02-07,2.04,45.1,44.4
2020-02-08,1.20,45.8,42.9
2020-02-09,0.17,39.7,37.7
2020-02-10,0.00,38.8,34.3
2020-02-11,0.00,39.7,34.5
2020-02-12,0.09,38.9,38.8
2020-02-13,0.01,41.1,39.7
2020-02-14,0.20,39.9,37.9
2020-02-15,0.21,42.3,37.2
2020-02-16,0.36,41.2,39.0
2020-02-17,0.25,40.1,35.9
2020-02-18,0.01,38.2,32.5
2020-02-19,0.02,37.6,29.1
2020-02-20,0.00,41.2,26.7
2020-02-21,0.00,43.5,28.0
2020-02-22,0.00,44.1,32.4
2020-02-23,0.29,41.3,38.0
2020-02-24,0.21,42.4,36.5
2020-02-25,0.05,40.2,32.2
2020-02-26,0.02,42.5,35.8
2020-02-27,0.00,44.8,39.2
2020-02-28,0.00,45.9,37.2
2020-02-29,0.42,43.6,37.8
2020-03-01,0.17,39.5,35.1
2020-03-02,0.15,39.0,34.6
2020-03-03,0.64,43.1,41.5
2020-03-04,0.32,46.7,41.9
2020-03-05,0.01,44.3,33.6
2020-03-06,0.38,45.4,38.3
2020-03-07,0.17,40.0,37.7
2020-03-08,0.10,39.6,35.6
2020-03-09,0.00,38.6,32.1
2020-03-10,0.00,39.6,28.9
2020-03-11,0.09,41.7,35.2
2020-03-12,0.05,42.3,35.0
2020-03-13,0.04,42.3,33.2
2020-03-14,0.28,35.9,32.7
2020-03-15,0.00,35.6,21.5
2020-03-16,0.00,37.9,21.5
2020-03-17,0.00,42.3,26.7
2020-03-18,0.00,42.3,31.0
2020-03-19,0.00,42.9,33.9
2020-03-20,0.00,46.0,36.0
2020-03-21,0.00,47.9,36.8
2020-03-22,0.00,45.0,36.9
2020-03-23,0.14,45.6,36.5
2020-03-24,0.38,43.8,37.5
2020-03-25,0.40,43.0,37.7
2020-03-26,0.10,41.8,36.9
2020-03-27,0.07,41.6,37.5
2020-03-28,0.23,44.1,41.6
2020-03-29,0.86,47.6,44.3
2020-03-30,0.65,48.1,41.7
2020-03-31,0.55,42.8,38.0
2020-04-01,0.23,42.2,36.3
2020-04-02,0.06,41.0,34.4
2020-04-03,0.13,41.2,34.4
2020-04-04,0.10,39.9,33.2
2020-04-05,0.00,42.6,32.7
2020-04-06,0.00,46.2,35.4
2020-04-07,0.00,46.5,34.1
2020-04-08,0.00,45.5,35.8
2020-04-09,0.00,49.5,35.9
2020-04-10,0.00,53.4,36.7
2020-04-11,0.01,54.0,42.2
2020-04-12,0.03,46.0,33.3
2020-04-13,0.00,45.4,23.4
2020-04-14,0.00,48.1,25.8
2020-04-15,0.00,51.9,38.0
2020-04-16,0.00,52.3,39.5
2020-04-17,0.00,54.7,32.0
2020-04-18,0.00,54.2,37.0
2020-04-19,0.03,50.8,45.4
2020-04-20,0.00,51.3,43.1
2020-04-21,0.00,52.9,43.9
2020-04-22,0.03,50.9,43.3
2020-04-23,1.22,50.1,48.6
2020-04-24,0.11,51.2,47.3
2020-04-25,0.15,52.3,47.2
2020-04-26,0.29,52.5,44.9
2020-04-27,0.44,53.4,43.3
2020-04-28,0.12,51.6,44.6
2020-04-29,0.00,52.3,46.0
2020-04-30,0.37,59.0,48.8
2020-05-01,0.12,49.9,43.5
2020-05-02,0.09,53.7,41.0
2020-05-03,0.67,52.1,46.9
2020-05-04,0.07,47.2,40.2
2020-05-05,0.00,53.3,41.7
2020-05-06,0.47,58.1,46.8
2020-05-07,0.46,49.3,41.6
2020-05-08,0.00,54.5,40.7
2020-05-09,0.00,63.5,42.2
2020-05-10,0.00,68.3,43.7
2020-05-11,0.00,71.4,45.2
2020-05-12,0.07,64.4,49.1
2020-05-13,0.38,57.0,50.1
2020-05-14,0.19,56.4,46.7
2020-05-15,0.08,56.8,47.6
2020-05-16,0.08,57.7,46.3
2020-05-17,0.62,55.6,52.7
2020-05-18,0.04,56.2,49.0
2020-05-19,0.00,58.1,48.6
2020-05-20,0.01,56.1,49.5
2020-05-21,0.21,51.1,48.0
2020-05-22,0.70,49.7,44.5
2020-05-23,0.23,52.3,45.4
2020-05-24,0.00,54.1,45.4
2020-05-25,0.13,58.5,48.8
2020-05-26,0.36,56.2,54.0
2020-05-27,0.00,56.1,49.0
2020-05-28,0.00,60.6,45.8
2020-05-29,0.00,67.7,49.3
2020-05-30,0.30,65.0,49.9
2020-05-31,0.88,52.0,50.2
2020-06-01,0.07,52.7,45.9
2020-06-02,0.00,55.6,44.1
2020-06-03,0.00,55.7,47.2
2020-06-04,0.00,55.8,46.4
2020-06-05,0.00,57.1,45.5
2020-06-06,0.12,55.8,47.9
2020-06-07,0.48,53.2,47.3
2020-06-08,0.73,53.8,47.8
2020-06-09,0.23,53.9,45.8
2020-06-10,0.49,54.0,53.9
2020-06-11,0.12,62.6,55.5
2020-06-12,0.13,62.5,53.9
2020-06-13,0.41,54.0,51.4
2020-06-14,0.31,53.4,48.5
2020-06-15,0.06,55.8,46.0
2020-06-16,0.56,54.1,50.3
2020-06-17,0.05,54.6,47.6
2020-06-18,0.00,58.0,50.1
2020-06-19,0.00,61.7,51.0
2020-06-20,0.02,66.5,54.3
2020-06-21,0.09,63.7,57.1
2020-06-22,0.00,60.0,50.8
2020-06-23,0.00,64.0,50.6
2020-06-24,0.00,68.6,56.5
2020-06-25,0.00,66.1,56.8
2020-06-26,0.00,67.3,55.8
2020-06-27,0.01,66.8,55.1
2020-06-28,0.39,56.5,50.3
2020-06-29,0.04,57.4,51.3
2020-06-30,0.01,61.0,53.2
2020-07-01,0.12,57.7,49.9
2020-07-02,0.17,57.0,50.5
2020-07-03,0.00,58.5,50.0
2020-07-04,0.00,57.6,50.7
2020-07-05,0.00,59.8,50.3
2020-07-06,0.00,60.0,50.1
2020-07-07,0.00,61.2,50.5
2020-07-08,0.13,59.1,53.1
2020-07-09,0.01,62.2,52.7
2020-07-10,0.04,61.1,53.7
2020-07-11,0.00,62.1,51.7
2020-07-12,0.02,60.4,53.3
2020-07-13,0.03,59.0,50.2
2020-07-14,0.00,60.2,46.9
2020-07-15,0.00,62.8,48.7
2020-07-16,0.00,66.4,53.3
2020-07-17,0.04,66.6,57.8
2020-07-18,0.04,60.1,53.6
2020-07-19,0.00,64.3,53.3
2020-07-20,0.00,68.6,57.0
2020-07-21,0.00,70.9,59.5
2020-07-22,0.03,70.1,58.9
2020-07-23,0.00,64.1,57.0
2020-07-24,0.00,60.4,53.2
2020-07-25,0.00,59.7,50.5
2020-07-26,0.00,62.8,50.1
2020-07-27,0.00,69.6,54.1
2020-07-28,0.00,74.8,55.5
2020-07-29,0.00,68.1,54.5
2020-07-30,0.00,69.4,53.7
2020-07-31,0.00,72.8,56.2
2020-08-01,0.00,73.5,55.9
2020-08-02,0.00,65.3,55.7
2020-08-03,0.00,67.6,54.9
2020-08-04,0.00,68.9,57.3
2020-08-05,0.00,68.5,56.9
2020-08-06,0.01,69.4,56.2
2020-08-07,0.25,59.9,53.2
2020-08-08,0.00,63.8,52.7
2020-08-09,0.04,57.6,53.0
2020-08-10,0.00,62.3,50.4
2020-08-11,0.00,66.4,54.5
2020-08-12,0.00,64.3,49.8
2020-08-13,0.00,56.8,46.1
2020-08-14,0.00,58.9,46.5
2020-08-15,0.00,62.7,49.5
2020-08-16,0.00,69.3,55.5
2020-08-17,0.00,75.3,58.4
2020-08-18,0.00,74.6,58.5
2020-08-19,0.00,67.9,57.4
2020-08-20,0.00,69.4,56.9
2020-08-21,0.06,71.2,60.1
2020-08-22,0.45,64.8,59.8
2020-08-23,0.02,61.1,51.2
2020-08-24,0.00,62.1,51.1
2020-08-25,0.00,61.3,50.1
2020-08-26,0.00,61.5,50.7
2020-08-27,0.00,62.5,50.1
2020-08-28,0.00,63.7,49.8
2020-08-29,0.00,63.7,52.2
2020-08-30,0.00,58.9,50.1
2020-08-31,0.00,59.2,48.6
2020-09-01,0.00,62.7,51.7
2020-09-02,0.00,69.3,55.4
2020-09-03,0.00,67.0,56.1
2020-09-04,0.00,67.9,52.9
2020-09-05,0.00,68.0,54.9
2020-09-06,0.00,59.7,54.4
2020-09-07,0.00,66.8,53.8
2020-09-08,0.00,68.1,40.7
2020-09-09,0.00,71.1,32.0
2020-09-10,0.00,74.2,42.8
2020-09-11,0.00,73.5,48.4
2020-09-12,0.00,63.8,50.7
2020-09-13,0.00,53.4,50.1
2020-09-14,0.00,56.1,51.6
2020-09-15,0.04,63.5,55.3
2020-09-16,0.01,68.5,59.3
2020-09-17,0.00,64.5,57.0
2020-09-18,0.00,63.5,58.1
2020-09-19,0.31,65.2,58.6
2020-09-20,0.30,61.1,57.8
2020-09-21,0.05,62.5,54.0
2020-09-22,0.13,61.3,54.7
2020-09-23,0.21,64.9,53.5
2020-09-24,1.28,59.1,56.1
2020-09-25,0.56,58.6,53.2
2020-09-26,0.75,57.0,51.7
2020-09-27,0.24,57.3,51.3
2020-09-28,0.00,57.9,49.0
2020-09-29,0.00,61.1,51.0
2020-09-30,0.00,64.7,53.1
2020-10-01,0.01,62.7,55.3
2020-10-02,0.00,61.3,54.4
2020-10-03,0.00,62.9,54.2
2020-10-04,0.00,58.1,53.9
2020-10-05,0.00,57.5,53.8
2020-10-06,0.00,58.7,52.2
2020-10-07,0.00,61.0,54.4
2020-10-08,0.00,59.2,55.9
2020-10-09,0.01,60.3,54.0
2020-10-10,0.90,62.8,54.8
2020-10-11,0.48,53.0,47.8
2020-10-12,0.98,54.0,49.9
2020-10-13,0.44,54.1,45.0
2020-10-14,0.59,53.6,47.0
2020-10-15,0.14,52.5,44.8
2020-10-16,0.00,53.7,45.1
2020-10-17,0.61,57.2,52.6
2020-10-18,0.16,53.0,48.3
2020-10-19,0.40,56.3,52.8
2020-10-20,0.54,52.2,48.4
2020-10-21,0.18,51.0,44.8
2020-10-22,0.18,42.9,39.4
2020-10-23,0.05,45.3,37.0
2020-10-24,0.42,44.5,39.2
2020-10-25,0.02,37.9,28.4
2020-10-26,0.00,38.9,25.7
2020-10-27,0.01,43.2,34.7
2020-10-28,0.00,49.4,40.5
2020-10-29,0.01,50.9,46.5
2020-10-30,0.14,50.9,46.2
2020-10-31,0.04,47.5,41.1
2020-11-01,0.00,45.6,38.6
2020-11-02,0.00,47.9,38.6
2020-11-03,0.11,55.4,40.9
2020-11-04,1.40,52.0,50.7
2020-11-05,1.09,62.7,55.6
2020-11-06,0.80,50.8,45.8
2020-11-07,0.01,42.8,37.0
2020-11-08,0.05,36.5,32.1
2020-11-09,0.00,37.9,25.1
2020-11-10,0.23,36.1,32.9
2020-11-11,0.18,39.5,37.6
2020-11-12,0.00,39.8,34.9
2020-11-13,0.91,42.8,37.6
2020-11-14,0.16,44.3,38.0
2020-11-15,0.67,44.7,38.9
2020-11-16,0.31,46.2,42.7
2020-11-17,0.22,49.4,43.4
2020-11-18,0.48,51.3,45.0
2020-11-19,0.49,44.9,41.7
2020-11-20,0.28,43.8,40.3
2020-11-21,0.04,45.0,41.3
2020-11-22,0.00,48.3,39.5
2020-11-23,0.34,43.8,38.3
2020-11-24,0.14,43.0,40.3
2020-11-25,0.71,45.3,40.7
2020-11-26,0.25,42.5,40.3
2020-11-27,0.02,43.4,41.0
2020-11-28,0.23,46.9,39.4
2020-11-29,0.05,40.3,39.2
2020-11-30,0.27,47.3,36.8
2020-12-01,0.02,42.5,37.1
2020-12-02,0.00,41.6,33.3
2020-12-03,0.00,52.4,31.1
2020-12-04,0.00,44.4,34.5
2020-12-05,0.00,44.0,34.2
2020-12-06,0.01,50.8,34.4
2020-12-07,0.02,48.2,41.7
2020-12-08,0.20,50.5,41.1
2020-12-09,1.06,49.5,47.1
2020-12-10,0.19,42.3,41.0
2020-12-11,0.11,42.2,37.0
2020-12-12,0.02,36.8,34.8
2020-12-13,0.08,36.7,31.5
2020-12-14,0.33,39.4,37.8
2020-12-15,0.23,42.9,39.3
2020-12-16,0.53,43.4,41.9
2020-12-17,0.76,45.8,42.1
2020-12-18,0.59,44.8,41.5
2020-12-19,0.55,45.5,41.6
2020-12-20,0.67,49.3,44.1
2020-12-21,0.39,48.5,44.7
2020-12-22,1.33,47.1,40.3
2020-12-23,0.04,37.3,32.7
2020-12-24,0.01,38.3,29.6
2020-12-25,0.04,42.9,29.9
2020-12-26,0.36,42.7,35.8
2020-12-27,0.17,43.9,39.0
2020-12-28,0.04,44.1,37.2
2020-12-29,0.00,39.5,32.9
2020-12-30,0.82,35.9,34.5
2020-12-31,0.82,41.6,40.2
2021-01-01,0.51,45.6,43.3
